id,news_title_en,news_title_ar,news_brief_en,news_brief_ar,stock_id,news_link_en,news_link_ar
"2879","Announcing the incorporation of a subsidiary company","إعلان تأسيس شركة تابعة","Saudi Advanced Industries Company announced on 06-06-2023 the establishment of its subsidiary under the name (Permanent Growth United Investment) a limited liability company with a capital of (5,000,000) Saudi riyals, as the company will start its work within 60 days","أعلنت الشركة السعودية للصناعات المتطورة بتاريخ 2023-06-06 عن تأسيس شركتها التابعة تحت مسمى (النمو الدائم المتحدة للاستثمار) شركة ذات مسؤولية محدودة برأس مال وقدره (5,000,000) ريال سعودي حيث ستباشر الشركة عملها خلال 60 يوم","2120","https://t.co/8tHu3xKi4a","https://t.co/FRC6FtZnsA"
"2878","Appointment of the Chairman and his deputy","تعيين رئيس مجلس الإدارة ونائبه","Arabia Insurance Cooperative Co. announced the appointment of Mr. Abdulaziz Abdul Hadi Al-Qahtan as Chairman of the Board and his deputy Mr. Abdul Aziz Saleh Al-Omair on 04/06/2023 for a period of three years","أعلنت شركة التأمين العربية التعاونية عن تعيين الأستاذ عبدالعزيز بن عبدالهادي القحطان رئيس المجلس ونائبه الأستاذ عبد العزيز بن صالح العمير بتاريخ 06/04/2023م ولمدة ثلاث سنوات","8160","https://t.co/Qu7v6n3IkF","https://t.co/l7jOTfdNcU"
"2877","Capital increase","زيادة رأس المال","On Sunday, June 11, 2023, the Scientific & Medical Equip. House Co. announced an increase in the company's capital by granting bonus shares to the company's shareholders, with a capitalization of 100 million riyals of retained earnings, and granting one share for every two shares owned, with the aim of promoting the strategic growth of the company. The amount of the capital before the increase was 200,000,000 and became 300,000,000 after the increase and the number of shares was 20,000,000 and became 30,000,000","أعلنت شركة دار المعدات الطبية يوم الأحد بتاريخ 11 يونيو 2023م عن زيادة رأس مال الشركة عن طريق منح أسهم مجانية لمساهمي الشركة برسملة مبلغ 100 مليون ريال من الأرباح المبقاة ومنح سهم واحد لكل سهمين مملوكين بهدف تعزيز النمو الاستراتيجي للشركة. مبلغ رأس المال قبل الزيادة كان 200,000,000 وأصبح 300,000,000 بعد الزيادة وعدد الأسهم كان 20,000,000 وأصبح 30,000,000","4014","https://t.co/oHW0dWq6gj","https://t.co/MxDGNU34XW"
"2876","Death of a board member","وفاة عضو مجلس الإدارة","The Board of Directors and employees of Al-Wasail Industrial Company mourns the death of Eng. Ahmed bin Abdullah Al-Rabadi, Member of the Board of Directors (independent member) and former Chairman of the Audit Committee. May God bless him with the abundance of his mercy.","ينعي مجلس إدارة شركة الوسائل الصناعية المهندس أحمد بن عبدالله الربدي عضو مجلس الإدارة ورئيس لجنة المراجعة السابق، تغمده الله بواسع رحمته ونسأله تعالى أن يلهمنا وأسرته وجميع أهله ومحبيه الصبر الجميل وسوف يتم الإعلان لاحقًا عن أي مستجدات حول تعيين عضو جديد.","9525","https://t.co/XBKUmVrqEk","https://t.co/6FEq2cadKF"
"2875","Trading suspension","تعليق التداول","Tadawul announces the suspension of trading the shares of Medical Equipment House Co., based on the company’s request, starting from 00:10 am until 00:02 pm today, Sunday 06/11/2023, in preparation for announcing a fundamental event","تداول السعودية تعلن تعليق تداول سهم شركة دار المعدات بناءً على طلب الشركة ابتداءً من الساعة 00: 10 صباحاً و حتى الساعة 00: 02 مساءً اليوم الأحد 11/06/2023 تمهيداً للإعلان عن حدث جوهري","4014","https://t.co/wUJfGaAoKI","https://t.co/ShulkoMeGP"
"2874","Announcing the signing of a contract","اعلان توقيع عقد","With the aim of expanding the infrastructure of the fiber optic network of the Ministry of Interior, with a total value of 29,893,519 Saudi riyals, CARE International announced the signing of a contract with the Ministry of Interior on 08/06/2023 for a period of two years.","بهدف توسعة البنية التحتية لشبكة الألياف البصرية لوزارة الداخلية وبقيمة إجمالية بلغت 29,893,519 ريال سعودي، أعلنت شركة كير الدولية عن توقيع عقد مع وزارة الداخلية بتاريخ 2023/06/08م ولمدة عامين","9542","https://t.co/sd7xUOaJm8","https://t.co/mrNqMUp3cg"
"2873","Stock purchase completed","اكتمال شراء الأسهم","The Saudi British Bank announced the completion of its purchase of one million shares and the allocation of shares within the employee incentive shares program on 05-04-2023. The value of the shares amounted to 37,349,808.2 Saudi riyals, with an average share price of 37.35 Saudi riyals.","أعلن البنك السعودي البريطاني عن اكتمال عملية شراءه أسهمه بعدد مليون سهم وتخصيصها ضمن برنامج أسهم حوافز الموظفين بتاريخ 2023-05-04. وبلغت قيمة الأسهم 37,349,808.2 ريال سعودي بمتوسط سعر السهم 37.35 ريال سعودي","1060","https://t.co/KVpuscUh85","https://t.co/rEbiUHQAzf"
"2872","Appointment of a CEO","تعيين رئيس تنفيذي","Horizon Food Co. announced the appointment of Mr. Muhammad Abdulaziz Abdullah Al-Shetwi as CEO of the company on 04-04-2023 and the termination of the assignment of Mr. Ahmed Muhammad Hussein Al-Arfaj, a member of the Board of Directors, to the executive management, and the transfer of membership status from executive to non-executive, and Mr. Muhammad Al-Shetwi has experience Taweelah and holds an MBA from MIT University and has held the position of CFO in the Fund of Funds Company of the Public Investment Fund (PIF).","أعلنت شركة أفاق الغذاء تعين الاستاذ محمد بن عبد العزيز بن عبد الله الشتوي رئيساً تنفيذيا للشركة بتاريخ 2023-04-04 وإنهاء تكليف الاستاذ أحمد بن محمد حسين العرفج عضو مجلس الادارة بالإدارة التنفيذية وتحويل صفة العضوية من تنفيذي الى غير تنفيذي، ويتملك الأستاذ محمد الشتوي خبرة طويلة وحاصل على شهادة MBA من جامعة MIT وقد شغل وظيفة CFO بشركة صندوق الصناديق التابعة لصندوق الاستثمارات العامة PIF","9564","https://t.co/CPf5cvwczQ","https://t.co/sWSpAEOwYb"
"2871","Fluctuation limits","احتساب نسبة التذبذب","The fluctuation limits Maharah Human Resources Co. will be based on a share price of SAR 53.30 Sunday 11/06/2023, the deposit will be on Tuesday 13/06/2023.","احتساب نسبة التذبذب لسهم شركة مهارة للموارد البشرية على اساس سعر 53.30 ريال بتاريخ 11/06/2023م والإيداع سيكون يوم الثلاثاء 13/06/2023م","1831","https://t.co/Sj6KF83xoH","https://t.co/1WFR0hoNrL"
"2870","Appointment of a board member","تعيين عضو مجلس إدارة","Al Alamia for Cooperative Insurance Company announced the appointment of Mr. Badr Brahim Al-Suwailem as an independent member of the Board of Directors, the Nominations, Remunerations and Investment Committee on 06/08/2023. Mr. Badr has more than 25 years of experience","أعلنت شركة العالمية للتأمين التعاوني تعيين الأستاذ بدر بن براهيم السويلم عضواً مستقلاً في مجلس الإدارة ولجنة الترشيحات والمكافآت ولإستثمار بتاريخ 08/06/2023م والجدير بالذكر أن الأستاذ بدر ويتمتع بخبرة تزيد عن 25 عامًا","8280","https://t.co/3uc80Cy3kT","https://t.co/P11OZu5xFe"
"2869","Project Awarding","ترسية منافسة مشروع","Scientific & Medical Equipment House Co. announces the awarding of a project with the Ministry of Education at a value of (23,722,200) SR on 2023-06-08 for Operating medical clinics at Tabuk University","تعلن شركة دار الممعدات عن ترسية منافسة مشروع مع وزارة التعليم بهدف تشغيل العيادات الطبية في جامعة تبوك بقيمة (23,722,200) ريال سعودي بتاريخ 08-06-2023م ومدة تنفيذه (3) ثلاث سنوات","4014","https://t.co/PofnCmTWSK","https://t.co/M73lmuqMQl"
"2868","Project Awarding","ترسية مشروع","Waja Co. announces the awarding of a project with the Ministry of Energy on 08-06-2023 at a value of 76,114,589 Saudi riyals regarding the rehabilitation and development of the Ministry of Energy building","تعلن شركة وجا عن ترسية مشروع مع وزارة الطاقة بتاريخ 2023-06-08 بقيمة 76,114,589 ريال سعودي بخصوص إعادة تأهيل وتطوير مبني وزارة الطاقة","9560","https://t.co/hu9v4iqvUN","https://t.co/uq83GEGIcO"
"2867","attend a meeting","حضور اجتماع","The Saudi Limestone Industries Company announces the date of the Ordinary General Assembly meeting (the first and second meeting an hour after the first) and it will be held on Sunday 12/14/1444 AH corresponding to 02/07/2023 AD, to vote on the following:
1- Election of the members of the Board of Directors from among the candidates for the next term, which begins on 07/21/2023 AD and lasts for three years, ending on 07/20/2026 AD.","الشركة السعودية لصناعات الجيرية تعلن عن موعد اجتماع الجمعية العامة العادية (الاجتماع الأول والثاني بعد ساعة من الأول) وسيتم انعقاده يوم الأحد تاريخ 14/12/1444هـ الموافق 02/07/2023م وذلك للتصويت على الاتي:
1- انتخاب اعضاء مجلس الادارة من بين المرشحين للدورة القادمة التي تبدأ من تاريخ 21/07/2023م ومدتها ثلاث سنوات حيث تنتهي في 20/07/2026م","9566","https://t.co/2rcAKY3VqC","https://t.co/Pc67vqMWzi"
"2866","attend a meeting","حضور اجتماع","United Insurance announces the date of the Ordinary General Assembly meeting (the first meeting) on ​​Sunday 14 Dhu al-Hijjah 1444 AH (according to the Umm Al-Qura calendar) corresponding to 02 July 2023 AD, to vote on the following:
1. Review and discuss the report of the Board of Directors for the fiscal year ending on December 31, 2022.
2. To vote on the company's auditor's report for the fiscal year ending on December 31, 2022, after discussing it.
3. Reviewing and discussing the financial statements for the fiscal year ending on December 31, 2022
4. Vote to absolve the members of the Board of Directors from liability for the fiscal year ending on December 31, 2022.
5. To vote on the procedural policy document for membership in the company's board of directors and its sub-committees.
6. To vote on authorizing the Board of Directors
7. To vote on appointing the company's auditor","المتحدة للتأمين تعلن عن موعد اجتماع الجمعية العامة العادية (الاجتماع الأول) يوم الأحد 14 ذو الحجة 1444 هـ (حسب تقويم أم القرى) الموافق 02 يوليو 2023م وذلك للتصويت على الاتي :
1. الاطلاع على تقرير مجلس الإدارة عن السنة المالية المنتهية في 31 ديسمبر 2022م ومناقشته.
2. التصويت على تقرير مراجع حسابات الشركة عن السنة المالية المنتهية في 31 ديسمبر2022م بعد مناقشته.
3. الاطلاع على القوائم المالية عن العام المالي المنتهي في 31 ديسمبر 2022م ومناقشتها
4. التصويت على ابراء ذمة اعضاء مجلس الادارة عن العام المالي المنتهي في 31 ديسمبر2022م.
5. التصويت على وثيقة السياسات الإجرائية للعضوية في مجلس إدارة الشركة ولجانه الفرعية. 
6. التصويت على تفويض مجلس الإدارة
7. التصويت على تعيين مراجع حسابات الشركة","8150","https://t.co/nWw5TgPg7O","https://t.co/vUvRF4r5Ff"
"2865","Signing an agreement","توقيع اتفاقية","SADAFCO announces the signing of an agreement to sell and export its products in the Sultanate of Oman. This is aimed at the company's expansion plans to reach the largest base of customers and consumers inside and outside the Kingdom.","شركة سدافكو تعلن عن توقيعها اتفاقية بيع وتصدير منتجاتها في سلطنة عمان، ويهدف ذلك لخطط الشركة التوسعية للوصول إلى أكبر قاعدة من العملاء والمستهلكين داخل المملكة وخارجها","2270","https://t.co/qjHJl2mDeQ","https://t.co/SDOSgmbTMH"
"2864","the Appointment of a Market","تعيين صانع سوق","The Arabian Centers Company (Sinomy Centres) has appointed Al Rajhi Capital Company as a market maker for the company's shares, in order to support the levels of liquidity in the share trading, and the decision of its Board of Directors was issued on June 08, 2023 AD","قامت شركة المراكز العربية (سينومي سنترز) بتعيين شركة الراجحي المالية كصانع سوق لسهم الشركة وذلك دعماً لمستويات السيولة في تداولات السهم وتم عن قرار مجلس إدارتها بتاريخ 08 يونيو 2023م","4321","https://t.co/1Ise6x6Byk","https://t.co/h8kpvF4dfl"
"2863","Resignation of a Board Member","استقالة عضو مجلس إدارة","The resignation of Mr. Thunayan Suleiman Al Thunayan from the membership of the Board of Directors and from the Executive and Investment Committee, as of 07/06/2023.","استقالة الأستاذ/ ثنيان سليمان الثنيان من عضوية مجلس الإدارة ومن اللجنة التنفيذية والاستثمار وذلك اعتباراً من تاريخ 07/06/2023م","4292","https://t.co/vRt5TC5ZAz","https://t.co/75UbjsW3nh"
"2862","Project award","ترسية مشروع","Awarding the project for managed services for information technology with the National Center for Environmental Compliance Control, project value: (12,799,536.50) Saudi riyals","ترسية مشروع الخدمات المدارة لتقنية المعلومات مع المركز الوطني للرقابة على الالتزام البيئي ، قيمة المشروع :(12,799,536.50) ريال سعودي","9534","https://t.co/NJze1jBfMG","https://t.co/33XVHdj4Vc"
"2861","The results of the assembly meeting","نتائج إجتماع الجمعية","The most important results are an increase in the capital by 100% by granting shares to shareholders, by capitalizing 14 million riyals of retained earnings, granting one share for each share, and approving the authorization of the Board of Directors to distribute interim profits on a semi-annual or quarterly basis for the fiscal year 2023 AD","اهم النتائج زيادة رأس المال بنسبة 100% عن طريق منح أسهم للمساهمين، وذلك برسملة 14 مليون ريال من الأرباح المبقاة ومنح سهم لكل سهم  و الموافقة على تفويض مجلس الإدارة بتوزيع أرباح مرحلية بشكل نصف سنوي أو ربع سنوي عن السنة المالية 2023 م","9522","https://t.co/s2rWjmjRHB","https://t.co/BAIuLpYvXB"
"2860","Gallery rental","استئجار معرض","Renting a showroom with an area of 1,450 square meters in the city of Hail, and the branch is expected to open during the fourth quarter","استئجار معرض بمساحة 1450 متر مربع في مدينة حائل، ومن المتوقع افتتاح الفرع خلال الربع الرابع","4192","https://t.co/Lp8u7Hfcxn","https://t.co/tWSPHRRPvv"
"2859","The results of the assembly meeting","نتائج اجتماع الجمعية","Divide the nominal value of the share from 10 riyals per share to 1 riyal per share","تجزئة القيمة الاسمية للسهم من 10 ريالات للسهم إلى واحد ريال للسهم","7204","https://t.co/b2dPIBrDU4","https://t.co/ZtdcsCSljP"
"2858","The results of the assembly meeting","نتائج اجتماع الجمعية","Increasing the company's capital by 50% by granting bonus shares through a capitalization of 12.31 billion riyals","زيادة رأس مال الشركة بنسبة 50% وذلك عن طريق منح أسهم مجانية من خلال رسملة 12.31 مليار ريال","1211","https://t.co/GGR351eJAJ","https://t.co/hktXUoC5ZA"
"2857","Comment lift","رفع التعليق","Lifting the Authority’s suspension of trading the company’s shares","رفع تعليق الهيئة تداول أسهم الشركة","2110","https://t.co/yLplI9FoUq","https://t.co/jqtuKgJ8pj"
"2856","Rebalance","إعادة التوازن","Rebalance the basket of sukuk that make up the fund to be in line with the components of the fund's benchmark","إعادة التوازن لسلة الصكوك المكونة للصندوق لتتماشى مع مكونات المؤشر الاسترشادي للصندوق","9403","https://t.co/EjGk9jBdRD","https://t.co/NYULWvE976"
"2855","Actions completed","الانتهاء من الإجراءات","Procedures for sponsorship acquisition of the entire capital stake in the acquired company have been completed","تم الانتهاء من إجراءات استحواذ رعاية على كامل حصة رأس المال في الشركة المستحوذ عليها","4005","https://t.co/b8ZreaVzlp","https://t.co/8ul8y0GlVd"
"2854","The results of the assembly meeting","نتائج اجتماع الجمعية","Distribution of cash dividends (one riyal) as profits for the fiscal year 2022
Due date: June 7, 2023
Distribution date: June 19, 2023","توزيع أرباح نقدية ( ريالاً واحد ) كأرباح عن العام المالي 2022 
تاريخ الاستحقاق: 7 يونيو 2023
تاريخ التوزيع :19 يونيو 2023","8010","https://t.co/fea3HMgRgs","https://t.co/MPBuFZIlmY"
"2853","The announcement of the fluctuation limits","اعلان نسبة التذبذب","Announces that the fluctuation limits based on the price of 107 riyals, the Securities Depository Center (Edaa) will deposit the forward split shares into the investor’s portfolios by Monday 12/06/2023G.","الاعلان عن احتساب نسبة التذبذب على أساس سعر 107 ريال سعودي، وستقوم شركة مركز إيداع الأوراق المالية (ايداع) بإضافة أسهم المنحة في محافظ المساهمين قبل بداية تداول يوم الإثنين الموافق 12/06/2023م","9522","https://t.co/lvjxuqxMLa","https://t.co/51ZN09xMPs"
"2852","The announcement of the fluctuation limits","اعلان نسبة التذبذب","Announces that the fluctuation limits based on the price of 23.50 riyals, the Securities Depository Center (Edaa) will deposit the forward split shares into the investor’s portfolios by Monday 12/06/2023G.","اعلان احتساب نسبة التذبذب على أساس سعر 23.50 ريال وستقوم شركة مركز إيداع الأوراق المالية (إيداع) بإضافة أسهم التقسيم في المحافظ قبل بداية تداول يوم الإثنين الموافق 12/06/2023م","7204","https://t.co/npIFAHua3y","https://t.co/Nrbzk91q2x"
